data,torneio,id_partida,jogador_1,jogador_2,score_1,score_2,sets,sgw_jogador1,sgw_jogador2
2025-05-28 ,,638575,Vojtech Grubr,Dominik Horak,2,3,"10-12, 11-6, 11-13, 11-3, 8-11",72.57,73.14
2025-05-28 ,,638576,Ondrej Kaderabek,Marek Drbohlav,1,3,"11-6, 10-12, 9-11, 7-11",72.69,73.85
2025-05-28 ,,638577,Vojtech Grubr,Marek Drbohlav,0,3,"2-11, 5-11, 9-11",72.82,74.56
2025-05-28 ,,638578,Ondrej Kaderabek,Dominik Horak,3,1,"11-9, 5-11, 11-8, 11-7",73.85,72.69
2025-05-28 ,,638579,Vojtech Grubr,Ondrej Kaderabek,3,1,"10-12, 11-8, 11-6, 11-6",73.85,72.69
2025-05-28 ,,638580,Marek Drbohlav,Dominik Horak,1,3,"6-11, 11-8, 6-11, 11-13",72.69,73.85
2025-05-28 ,,638581,Michal Makara,Roman Durovic,3,1,"5-11, 11-8, 12-10, 11-7",73.85,72.69
2025-05-28 ,,638582,Petr Semrad,Michal Stibor,1,3,"11-6, 5-11, 7-11, 3-11",72.69,73.85
2025-05-28 ,,638583,Michal Makara,Michal Stibor,0,3,"10-12, 4-11, 13-15",72.82,74.56
2025-05-28 ,,638584,Petr Semrad,Roman Durovic,3,0,"12-10, 11-9, 11-7",74.56,72.82
2025-05-28 ,,638585,Michal Makara,Petr Semrad,3,0,"11-8, 16-14, 11-8",74.56,72.82
2025-05-28 ,,638586,Michal Stibor,Roman Durovic,3,0,"11-3, 11-9, 11-9",74.56,72.82
2025-05-28 ,,638587,Ondrej Mezera,Zdenek Vasatko,0,3,"7-11, 5-11, 6-11",72.82,74.56
2025-05-28 ,,638588,Pavel Hala,Lukas Provaznik,3,0,"11-7, 11-2, 11-8",74.56,72.82
2025-05-28 ,,638589,Ondrej Mezera,Lukas Provaznik,2,3,"3-11, 11-9, 12-10, 8-11, 6-11",72.57,73.14
2025-05-28 ,,638590,Pavel Hala,Zdenek Vasatko,0,3,"7-11, 10-12, 3-11",72.82,74.56
2025-05-28 ,,638591,Ondrej Mezera,Pavel Hala,1,3,"11-9, 5-11, 12-14, 7-11",72.69,73.85
2025-05-28 ,,638592,Lukas Provaznik,Zdenek Vasatko,0,3,"8-11, 10-12, 7-11",72.82,74.56
2025-05-28 ,,638593,Jakub Dufek,Josef Chalupa,1,3,"11-8, 7-11, 3-11, 8-11",72.69,73.85
2025-05-28 ,,638594,Jan Sr Krames,Lukas Veigl,2,3,"7-11, 11-8, 11-3, 9-11, 10-12",72.57,73.14
2025-05-28 ,,638595,Jakub Dufek,Lukas Veigl,3,1,"14-12, 9-11, 11-9, 13-11",73.85,72.69
2025-05-28 ,,638596,Jan Sr Krames,Josef Chalupa,3,1,"11-4, 9-11, 11-8, 11-5",73.85,72.69
2025-05-28 ,,638597,Jakub Dufek,Jan Sr Krames,1,3,"12-10, 11-13, 11-13, 9-11",72.69,73.85
2025-05-28 ,,638598,Lukas Veigl,Josef Chalupa,3,1,"11-7, 10-12, 11-7, 11-6",73.85,72.69
2025-05-28 ,,638599,Tadeas Bertho,Pavel Moulis,3,2,"11-9, 6-11, 3-11, 11-6, 11-9",73.14,72.57
2025-05-28 ,,638600,Dominik Ruzicka,Alan Sys,3,1,"11-7, 11-7, 4-11, 11-3",73.85,72.69
2025-05-28 ,,638601,Tadeas Bertho,Alan Sys,2,3,"6-11, 9-11, 11-6, 15-13, 10-12",72.57,73.14
2025-05-28 ,,638602,Dominik Ruzicka,Pavel Moulis,1,3,"6-11, 11-7, 10-12, 6-11",72.69,73.85
2025-05-28 ,,638603,Tadeas Bertho,Dominik Ruzicka,2,3,"12-14, 11-3, 7-11, 14-12, 9-11",72.57,73.14
2025-05-28 ,,638604,Alan Sys,Pavel Moulis,1,3,"9-11, 12-10, 6-11, 9-11",72.69,73.85
2025-05-28 ,,638605,Matej Svitac,Radek Slunecko,3,2,"11-8, 11-13, 5-11, 13-11, 11-4",73.14,72.57
2025-05-28 ,,638606,Denis Kuncl,David Sabuka,2,3,"3-11, 11-5, 8-11, 11-7, 9-11",72.57,73.14
2025-05-28 ,,638607,Matej Svitac,David Sabuka,3,1,"13-11, 12-10, 7-11, 11-9",73.85,72.69
2025-05-28 ,,638608,Denis Kuncl,Radek Slunecko,3,0,"11-7, 12-10, 11-6",74.56,72.82
2025-05-28 ,,638609,Matej Svitac,Denis Kuncl,3,0,"11-3, 11-1, 14-12",74.56,72.82
2025-05-28 ,,638610,David Sabuka,Radek Slunecko,3,1,"11-9, 11-9, 4-11, 11-5",73.85,72.69
2025-05-28 ,,638611,Artur Akopyan,Tomas Holomek,0,3,"8-11, 3-11, 5-11",72.82,74.56
2025-05-28 ,,638612,Michael Hasman,Vaclav Coubal,3,2,"11-8, 8-11, 7-11, 11-8, 11-7",73.14,72.57
2025-05-28 ,,638613,Artur Akopyan,Vaclav Coubal,1,3,"5-11, 6-11, 13-11, 4-11",72.69,73.85
2025-05-28 ,,638614,Michael Hasman,Tomas Holomek,3,0,"11-7, 12-10, 11-6",74.56,72.82
2025-05-28 ,,638615,Artur Akopyan,Michael Hasman,3,0,"11-3, 11-8, 11-8",74.56,72.82
2025-05-28 ,,638616,Vaclav Coubal,Tomas Holomek,1,3,"7-11, 11-7, 8-11, 7-11",72.69,73.85
2025-05-28 ,,638617,Josef Gruber,Vojtech Toman,2,3,"19-17, 8-11, 8-11, 11-8, 8-11",72.57,73.14
2025-05-28 ,,638618,Karel Farsky,Leon Kolman,3,2,"8-11, 5-11, 11-2, 11-5, 11-8",73.14,72.57
2025-05-28 ,,638619,Josef Gruber,Leon Kolman,3,0,"11-4, 11-7, 11-7",74.56,72.82
2025-05-28 ,,638620,Karel Farsky,Vojtech Toman,3,1,"11-8, 11-7, 8-11, 11-9",73.85,72.69
2025-05-28 ,,638621,Josef Gruber,Karel Farsky,1,3,"11-7, 10-12, 11-13, 12-14",72.69,73.85
2025-05-28 ,,638622,Leon Kolman,Vojtech Toman,2,3,"10-12, 12-14, 11-8, 11-8, 10-12",72.57,73.14
2025-05-28 ,,638623,Sviatoslav Panteleev,Anton Marenco,3,2,"11-9, 5-11, 6-11, 11-6, 11-9",73.14,72.57
2025-05-28 ,,638624,Nicolae Toma,Ilie Sulima,2,3,"13-15, 14-16, 11-7, 11-7, 8-11",72.57,73.14
2025-05-28 ,,638625,Sviatoslav Panteleev,Ilie Sulima,2,3,"7-11, 11-5, 5-11, 11-3, 8-11",72.57,73.14
2025-05-28 ,,638626,Nicolae Toma,Anton Marenco,3,1,"7-11, 11-9, 11-6, 11-8",73.85,72.69
2025-05-28 ,,638627,Sviatoslav Panteleev,Nicolae Toma,0,3,"7-11, 7-11, 5-11",72.82,74.56
2025-05-28 ,,638628,Ilie Sulima,Anton Marenco,3,2,"4-11, 11-4, 11-6, 7-11, 11-9",73.14,72.57
2025-05-28 ,,638629,Victor Tihoniuc,Veaceslav Sirbu,1,3,"3-11, 6-11, 11-8, 2-11",72.69,73.85
2025-05-28 ,,638630,Maxim Turcanu,Leonid Calev,1,3,"5-11, 11-9, 9-11, 9-11",72.69,73.85
2025-05-28 ,,638631,Victor Tihoniuc,Leonid Calev,0,3,"7-11, 10-12, 9-11",72.82,74.56
2025-05-28 ,,638632,Maxim Turcanu,Veaceslav Sirbu,3,1,"11-9, 11-9, 6-11, 11-9",73.85,72.69
2025-05-28 ,,638633,Victor Tihoniuc,Maxim Turcanu,1,3,"4-11, 11-6, 8-11, 9-11",72.69,73.85
2025-05-28 ,,638634,Leonid Calev,Veaceslav Sirbu,3,2,"11-9, 5-11, 9-11, 11-8, 11-5",73.14,72.57
2025-05-28 ,,638635,Mihail Rotaru,Fiodor Demian,3,0,"11-6, 11-7, 11-6",74.56,72.82
2025-05-28 ,,638636,Veaceslav Mutu,Mihail Oanta,2,3,"12-10, 7-11, 12-10, 7-11, 9-11",72.57,73.14
2025-05-28 ,,638637,Mihail Rotaru,Mihail Oanta,3,0,"11-6, 11-7, 11-9",74.56,72.82
2025-05-28 ,,638638,Veaceslav Mutu,Fiodor Demian,1,3,"15-13, 9-11, 5-11, 5-11",72.69,73.85
2025-05-28 ,,638639,Mihail Rotaru,Veaceslav Mutu,3,2,"11-7, 12-10, 9-11, 9-11, 11-6",73.14,72.57
2025-05-28 ,,638640,Mihail Oanta,Fiodor Demian,1,3,"11-7, 9-11, 8-11, 6-11",72.69,73.85
2025-05-28 ,,638641,Daniel Belibov,Adrian Virlan,3,1,"8-11, 11-6, 11-8, 11-7",73.85,72.69
2025-05-28 ,,638642,Sergiu Schiopu,Demik Ying,3,2,"11-9, 9-11, 9-11, 11-4, 12-10",73.14,72.57
2025-05-28 ,,638643,Daniel Belibov,Demik Ying,0,3,"11-13, 9-11, 1-11",72.82,74.56
2025-05-28 ,,638644,Sergiu Schiopu,Adrian Virlan,2,3,"11-9, 11-7, 10-12, 5-11, 9-11",72.57,73.14
2025-05-28 ,,638645,Daniel Belibov,Sergiu Schiopu,3,1,"9-11, 11-3, 11-7, 11-6",73.85,72.69
2025-05-28 ,,638646,Demik Ying,Adrian Virlan,1,3,"4-11, 5-11, 11-4, 4-11",72.69,73.85
2025-05-28 ,,638647,Miroslav Ciubinidze,Yaroslav Veremiichuk,0,3,"4-11, 7-11, 9-11",72.82,74.56
2025-05-28 ,,638648,Alexandr Gashlama,Dmitri Culaghin,0,3,"9-11, 7-11, 8-11",72.82,74.56
2025-05-28 ,,638649,Miroslav Ciubinidze,Dmitri Culaghin,3,2,"6-11, 10-12, 11-8, 11-7, 11-7",73.14,72.57
2025-05-28 ,,638650,Alexandr Gashlama,Yaroslav Veremiichuk,3,0,"12-10, 11-8, 11-5",74.56,72.82
2025-05-28 ,,638651,Miroslav Ciubinidze,Alexandr Gashlama,3,2,"3-11, 11-7, 11-6, 7-11, 11-8",73.14,72.57
2025-05-28 ,,638652,Dmitri Culaghin,Yaroslav Veremiichuk,3,2,"10-12, 12-10, 5-11, 11-9, 11-3",73.14,72.57
2025-05-28 ,,638674,Mykola Polysynskyi,Serhii Khandetskyi,2,3,"8-11, 11-4, 11-4, 2-11, 7-11",72.57,73.14
2025-05-28 ,,638675,Viktor Sharpai,Serhii Chuliukov,3,1,"8-11, 11-7, 13-11, 11-2",73.85,72.69
2025-05-28 ,,638676,Andrii Homylko,Serhii Pitsyk,1,3,"10-12, 11-6, 3-11, 5-11",72.69,73.85
2025-05-28 ,,638677,Mykola Polysynskyi,Serhii Chuliukov,0,3,"9-11, 7-11, 9-11",72.82,74.56
2025-05-28 ,,638678,Serhii Pitsyk,Serhii Khandetskyi,1,3,"2-11, 11-3, 9-11, 6-11",72.69,73.85
2025-05-28 ,,638679,Viktor Sharpai,Andrii Homylko,0,3,"8-11, 6-11, 7-11",72.82,74.56
2025-05-28 ,,638680,Mykola Polysynskyi,Serhii Pitsyk,2,3,"11-6, 8-11, 11-9, 3-11, 9-11",72.57,73.14
2025-05-28 ,,638681,Andrii Homylko,Serhii Chuliukov,1,3,"11-13, 11-7, 7-11, 9-11",72.69,73.85
2025-05-28 ,,638682,Viktor Sharpai,Serhii Khandetskyi,1,3,"6-11, 8-11, 11-2, 6-11",72.69,73.85
2025-05-28 ,,638683,Mykola Polysynskyi,Andrii Homylko,3,1,"11-8, 12-10, 8-11, 11-9",73.85,72.69
2025-05-28 ,,638684,Viktor Sharpai,Serhii Pitsyk,1,3,"8-11, 11-13, 11-9, 8-11",72.69,73.85
2025-05-28 ,,638685,Serhii Chuliukov,Serhii Khandetskyi,1,3,"9-11, 9-11, 17-15, 7-11",72.69,73.85
2025-05-28 ,,638686,Mykola Polysynskyi,Viktor Sharpai,1,3,"9-11, 13-11, 9-11, 10-12",72.69,73.85
2025-05-28 ,,638687,Andrii Homylko,Serhii Khandetskyi,3,0,"11-8, 11-6, 11-9",74.56,72.82
2025-05-28 ,,638688,Serhii Pitsyk,Serhii Chuliukov,3,0,"11-9, 13-11, 12-10",74.56,72.82
2025-05-28 ,,638689,Pavel Plakushchyi,Oleksandr Kovalchuk,3,2,"11-8, 7-11, 11-6, 8-11, 11-8",73.14,72.57
2025-05-28 ,,638690,Dmytro Rehotun,Eduard Rubtsov,3,2,"11-8, 7-11, 6-11, 11-3, 11-8",73.14,72.57
2025-05-28 ,,638691,Artem Chepurnyi,Oleksandr Mishchenko,0,3,"5-11, 8-11, 6-11",72.82,74.56
2025-05-28 ,,638692,Pavel Plakushchyi,Eduard Rubtsov,0,3,"3-11, 6-11, 7-11",72.82,74.56
2025-05-28 ,,638693,Oleksandr Mishchenko,Oleksandr Kovalchuk,3,1,"11-8, 11-9, 7-11, 11-7",73.85,72.69
2025-05-28 ,,638694,Dmytro Rehotun,Artem Chepurnyi,0,3,"5-11, 1-11, 9-11",72.82,74.56
2025-05-28 ,,638695,Pavel Plakushchyi,Oleksandr Mishchenko,2,3,"6-11, 11-7, 5-11, 11-5, 8-11",72.57,73.14
2025-05-28 ,,638696,Artem Chepurnyi,Eduard Rubtsov,2,3,"9-11, 11-5, 10-12, 11-9, 8-11",72.57,73.14
2025-05-28 ,,638697,Dmytro Rehotun,Oleksandr Kovalchuk,1,3,"11-8, 9-11, 6-11, 7-11",72.69,73.85
2025-05-28 ,,638698,Pavel Plakushchyi,Artem Chepurnyi,0,3,"8-11, 5-11, 8-11",72.82,74.56
2025-05-28 ,,638699,Dmytro Rehotun,Oleksandr Mishchenko,0,3,"5-11, 5-11, 4-11",72.82,74.56
2025-05-28 ,,638700,Eduard Rubtsov,Oleksandr Kovalchuk,3,2,"9-11, 11-5, 7-11, 11-8, 11-6",73.14,72.57
2025-05-28 ,,638701,Pavel Plakushchyi,Dmytro Rehotun,3,1,"12-10, 11-9, 7-11, 11-5",73.85,72.69
2025-05-28 ,,638702,Artem Chepurnyi,Oleksandr Kovalchuk,3,1,"13-15, 11-3, 11-8, 12-10",73.85,72.69
2025-05-28 ,,638703,Oleksandr Mishchenko,Eduard Rubtsov,3,1,"7-11, 11-7, 11-6, 11-8",73.85,72.69
2025-05-28 ,,638726,Vitalie Plescaci,Serghei Mirciu,3,0,"11-9, 12-10, 11-7",74.56,72.82
2025-05-28 ,,638727,Leonid Calev,Iuri Iurcenco,3,1,"8-11, 11-8, 11-9, 11-7",73.85,72.69
2025-05-28 ,,638728,Ondrej Kaderabek,Vojtech Grubr,3,1,"11-6, 11-9, 8-11, 11-8",73.85,72.69
2025-05-28 ,,638729,Dominik Horak,Marek Drbohlav,2,3,"5-11, 11-6, 11-13, 11-9, 10-12",72.57,73.14
2025-05-28 ,,638730,Ritesh Kumar,Govind Singh,3,0,"14-12, 11-8, 12-10",74.56,72.82
2025-05-28 ,,638731,Chamoli Karan,Manan Sikka,3,2,"7-11, 11-5, 11-7, 5-11, 11-7",73.14,72.57
2025-05-28 ,,638732,Alan Sys,Tadeas Bertho,3,1,"10-12, 12-10, 11-9, 11-9",73.85,72.69
2025-05-28 ,,638733,Pavel Moulis,Dominik Ruzicka,3,1,"13-11, 11-5, 10-12, 13-11",73.85,72.69
2025-05-28 ,,638734,Vasyl Matviichuk,Hryhorii Prokopenko,2,3,"11-4, 11-7, 10-12, 6-11, 8-11",72.57,73.14
2025-05-28 ,,638735,Serhii Honcharenko,Ihor Dubinin,0,3,"11-13, 8-11, 9-11",72.82,74.56
2025-05-28 ,,638736,Yana Mykhailyk,Svitlana Yureneva,0,3,"5-11, 6-11, 4-11",72.82,74.56
2025-05-28 ,,638737,Anna Rzhevska,Mariia Vasylieva,3,0,"11-8, 11-4, 11-0",74.56,72.82
2025-05-28 ,,638738,Maksym Mrykh,Pavlo Babenko,1,3,"6-11, 11-8, 9-11, 9-11",72.69,73.85
2025-05-28 ,,638739,Oleksandr Ivchuk,Artem Yurkov,3,2,"7-11, 11-2, 16-14, 11-13, 12-10",73.14,72.57
2025-05-28 ,,638770,Roman Durovic,Petr Semrad,2,3,"6-11, 11-9, 11-8, 10-12, 4-11",72.57,73.14
2025-05-28 ,,638771,Michal Stibor,Michal Makara,3,1,"6-11, 11-3, 11-5, 11-4",73.85,72.69
2025-05-28 ,,638797,Radek Slunecko,Denis Kuncl,2,3,"6-11, 11-7, 6-11, 11-4, 11-13",72.57,73.14
2025-05-28 ,,638798,David Sabuka,Matej Svitac,3,2,"12-10, 11-8, 9-11, 9-11, 11-9",73.14,72.57
2025-05-28 ,,639087,Mihail Oanta,Veaceslav Mutu,3,0,"11-6, 11-6, 11-4",74.56,72.82
2025-05-28 ,,639088,Fiodor Demian,Mihail Rotaru,0,3,"8-11, 9-11, 9-11",72.82,74.56
2025-05-28 ,,639089,Lukas Provaznik,Ondrej Mezera,3,1,"11-5, 11-9, 9-11, 11-9",73.85,72.69
2025-05-28 ,,639090,Zdenek Vasatko,Pavel Hala,2,3,"11-6, 5-11, 8-11, 11-4, 3-11",72.57,73.14
2025-05-28 ,,639091,Vaclav Coubal,Artur Akopyan,1,3,"14-16, 11-4, 8-11, 10-12",72.69,73.85
2025-05-28 ,,639092,Tomas Holomek,Michael Hasman,3,2,"9-11, 5-11, 11-5, 11-4, 11-7",73.14,72.57
2025-05-28 ,,639093,Andrii Vasylets,Dmytro Prylepa,0,3,"10-12, 6-11, 10-12",72.82,74.56
2025-05-28 ,,639094,Evhenii Hrytsenko,Serhii Aristarkhov,3,0,"11-6, 11-9, 11-9",74.56,72.82
2025-05-28 ,,639097,Roman Horokh,Dmytro Yurkov,3,1,"5-11, 14-12, 11-2, 11-8",73.85,72.69
2025-05-28 ,,639098,Serhii Kiilo,Myhailo Levytskii,3,0,"13-11, 11-5, 11-4",74.56,72.82
2025-05-28 ,,639109,Volodymyr Korobko,Denis Mykytuk,1,3,"9-11, 12-10, 11-13, 7-11",72.69,73.85
2025-05-28 ,,639110,Volodymyr Okopnyi,Yaroslav Vorsulyak,3,2,"17-15, 11-8, 8-11, 7-11, 11-8",73.14,72.57
2025-05-28 ,,639112,Volodymyr Korobko,Yaroslav Vorsulyak,3,0,"11-5, 11-6, 11-7",74.56,72.82
2025-05-28 ,,639113,Myroslav Loboda,Denis Mykytuk,3,2,"9-11, 7-11, 12-10, 12-10, 11-7",73.14,72.57
2025-05-28 ,,639115,Volodymyr Korobko,Myroslav Loboda,1,3,"11-13, 11-9, 6-11, 3-11",72.69,73.85
2025-05-28 ,,639117,Volodymyr Okopnyi,Denis Mykytuk,0,3,"7-11, 16-18, 10-12",72.82,74.56
2025-05-28 ,,639119,Volodymyr Okopnyi,Myroslav Loboda,3,1,"11-4, 8-11, 11-9, 11-8",73.85,72.69
2025-05-28 ,,639120,Yaroslav Vorsulyak,Denis Mykytuk,1,3,"5-11, 11-5, 5-11, 3-11",72.69,73.85
2025-05-28 ,,639121,Volodymyr Korobko,Volodymyr Okopnyi,0,3,"6-11, 12-14, 4-11",72.82,74.56
2025-05-28 ,,639123,Myroslav Loboda,Yaroslav Vorsulyak,1,3,"9-11, 9-11, 11-5, 8-11",72.69,73.85
2025-05-28 ,,639124,Anton Marenco,Sviatoslav Panteleev,3,1,"8-11, 11-7, 11-2, 17-15",73.85,72.69
2025-05-28 ,,639125,Ilie Sulima,Nicolae Toma,1,3,"11-7, 6-11, 9-11, 7-11",72.69,73.85
2025-05-28 ,,639126,Demik Ying,Sergiu Schiopu,3,0,"11-6, 13-11, 11-9",74.56,72.82
2025-05-28 ,,639127,Adrian Virlan,Daniel Belibov,2,3,"14-12, 5-11, 11-9, 1-11, 7-11",72.57,73.14
2025-05-28 ,,639128,Josef Chalupa,Jakub Dufek,3,1,"7-11, 11-8, 11-8, 15-13",73.85,72.69
2025-05-28 ,,639129,Lukas Veigl,Jan Sr Krames,1,3,"5-11, 15-13, 12-14, 8-11",72.69,73.85
2025-05-28 ,,639130,Leon Kolman,Josef Gruber,1,3,"14-12, 4-11, 5-11, 4-11",72.69,73.85
2025-05-28 ,,639131,Vojtech Toman,Karel Farsky,2,3,"8-11, 7-11, 11-9, 11-8, 8-11",72.57,73.14
2025-05-28 ,,639132,Veaceslav Sirbu,Victor Tihoniuc,3,0,"12-10, 11-4, 11-8",74.56,72.82
2025-05-28 ,,639133,Leonid Calev,Maxim Turcanu,1,3,"11-8, 4-11, 3-11, 9-11",72.69,73.85
2025-05-28 ,,639134,Yaroslav Veremiichuk,Alexandr Gashlama,3,0,"12-10, 11-5, 11-4",74.56,72.82
2025-05-28 ,,639135,Dmitri Culaghin,Miroslav Ciubinidze,3,1,"9-11, 11-5, 11-1, 11-9",73.85,72.69
2025-05-29 ,,638653,Vadim Urechean,Alexandr Cosogolov,0,3,"3-11, 3-11, 7-11",72.82,74.56
2025-05-29 ,,638654,Dumitru Butnaru,Fiodor Ghimp,3,1,"6-11, 11-8, 11-7, 11-3",73.85,72.69
2025-05-29 ,,638655,Vadim Urechean,Fiodor Ghimp,3,1,"9-11, 11-2, 11-8, 11-8",73.85,72.69
2025-05-29 ,,638656,Dumitru Butnaru,Alexandr Cosogolov,0,3,"4-11, 7-11, 4-11",72.82,74.56
2025-05-29 ,,638657,Vadim Urechean,Dumitru Butnaru,3,0,"12-10, 11-4, 14-12",74.56,72.82
2025-05-29 ,,638658,Fiodor Ghimp,Alexandr Cosogolov,3,2,"11-2, 7-11, 11-9, 10-12, 11-5",73.14,72.57
2025-05-29 ,,638745,Arnav Goel,Anam Anam,0,3,"4-11, 4-11, 6-11",72.82,74.56
2025-05-29 ,,638750,Mykola Pohorilyi,Vasyl Matviichuk,2,3,"7-11, 11-4, 8-11, 11-2, 9-11",72.57,73.14
2025-05-29 ,,638751,Anatoliy Lysyi,Viacheslav Simchuk,3,0,"11-7, 11-5, 11-7",74.56,72.82
2025-05-29 ,,638752,Yurii Zvolynskyi,Vasyl Matviichuk,1,3,"12-10, 9-11, 4-11, 12-14",72.69,73.85
2025-05-29 ,,638753,Mykola Pohorilyi,Anatoliy Lysyi,1,3,"8-11, 11-6, 3-11, 4-11",72.69,73.85
2025-05-29 ,,638754,Yurii Zvolynskyi,Viacheslav Simchuk,0,3,"6-11, 9-11, 8-11",72.82,74.56
2025-05-29 ,,638755,Anatoliy Lysyi,Vasyl Matviichuk,0,3,"9-11, 9-11, 8-11",72.82,74.56
2025-05-29 ,,638756,Mykola Pohorilyi,Viacheslav Simchuk,2,3,"11-5, 11-7, 9-11, 6-11, 5-11",72.57,73.14
2025-05-29 ,,638757,Yurii Zvolynskyi,Anatoliy Lysyi,3,1,"11-4, 5-11, 11-7, 11-6",73.85,72.69
2025-05-29 ,,638758,Viacheslav Simchuk,Vasyl Matviichuk,1,3,"6-11, 12-10, 4-11, 7-11",72.69,73.85
2025-05-29 ,,638759,Yurii Zvolynskyi,Mykola Pohorilyi,3,1,"9-11, 11-6, 11-6, 11-4",73.85,72.69
2025-05-29 ,,638760,Oleksandr Badanin,Oleksandr Hoholev,2,3,"11-3, 18-16, 6-11, 1-11, 10-12",72.57,73.14
2025-05-29 ,,638761,Roman Hryhoriev,Viktor Hyriavyi,3,0,"11-9, 11-5, 15-13",74.56,72.82
2025-05-29 ,,638762,Serhii Honcharenko,Oleksandr Hoholev,3,0,"11-4, 11-6, 11-6",74.56,72.82
2025-05-29 ,,638763,Oleksandr Badanin,Roman Hryhoriev,0,3,"7-11, 13-15, 7-11",72.82,74.56
2025-05-29 ,,638764,Serhii Honcharenko,Viktor Hyriavyi,3,2,"9-11, 11-7, 4-11, 12-10, 11-8",73.14,72.57
2025-05-29 ,,638765,Roman Hryhoriev,Oleksandr Hoholev,3,1,"11-5, 11-9, 9-11, 11-5",73.85,72.69
2025-05-29 ,,638766,Oleksandr Badanin,Viktor Hyriavyi,2,3,"10-12, 8-11, 11-7, 11-8, 8-11",72.57,73.14
2025-05-29 ,,638767,Serhii Honcharenko,Roman Hryhoriev,3,1,"11-9, 9-11, 11-5, 11-8",73.85,72.69
2025-05-29 ,,638768,Viktor Hyriavyi,Oleksandr Hoholev,2,3,"12-10, 7-11, 11-3, 9-11, 4-11",72.57,73.14
2025-05-29 ,,638769,Serhii Honcharenko,Oleksandr Badanin,0,3,"6-11, 5-11, 8-11",72.82,74.56
2025-05-29 ,,638772,Oleksandr Ziakun,Bohdan Panchenko,3,2,"11-4, 8-11, 12-10, 5-11, 11-7",73.14,72.57
2025-05-29 ,,638773,Serhii Miroshnychenko,Maksym Hubenko,1,3,"8-11, 11-9, 7-11, 6-11",72.69,73.85
2025-05-29 ,,638774,Artem Kasyanov,Roman Tveritinov,0,3,"8-11, 13-15, 19-21",72.82,74.56
2025-05-29 ,,638775,Oleksandr Ziakun,Maksym Hubenko,1,3,"4-11, 5-11, 12-10, 7-11",72.69,73.85
2025-05-29 ,,638776,Roman Tveritinov,Bohdan Panchenko,3,0,"11-3, 11-3, 12-10",74.56,72.82
2025-05-29 ,,638777,Serhii Miroshnychenko,Artem Kasyanov,0,3,"2-11, 12-14, 4-11",72.82,74.56
2025-05-29 ,,638778,Oleksandr Ziakun,Roman Tveritinov,1,3,"4-11, 11-6, 13-15, 3-11",72.69,73.85
2025-05-29 ,,638779,Artem Kasyanov,Maksym Hubenko,1,3,"11-6, 8-11, 9-11, 3-11",72.69,73.85
2025-05-29 ,,638780,Serhii Miroshnychenko,Bohdan Panchenko,3,1,"14-16, 11-4, 11-7, 11-7",73.85,72.69
2025-05-29 ,,638781,Oleksandr Ziakun,Artem Kasyanov,0,3,"9-11, 5-11, 3-11",72.82,74.56
2025-05-29 ,,638782,Serhii Miroshnychenko,Roman Tveritinov,1,3,"8-11, 6-11, 11-9, 5-11",72.69,73.85
2025-05-29 ,,638783,Maksym Hubenko,Bohdan Panchenko,3,1,"11-4, 11-1, 14-16, 11-6",73.85,72.69
2025-05-29 ,,638784,Oleksandr Ziakun,Serhii Miroshnychenko,0,3,"8-11, 9-11, 5-11",72.82,74.56
2025-05-29 ,,638785,Artem Kasyanov,Bohdan Panchenko,0,3,"5-11, 6-11, 8-11",72.82,74.56
2025-05-29 ,,638786,Roman Tveritinov,Maksym Hubenko,3,0,"11-8, 11-8, 11-5",74.56,72.82
2025-05-29 ,,638787,Maksym Badai,Andrii Pereiaslov,3,1,"11-7, 12-10, 3-11, 12-10",73.85,72.69
2025-05-29 ,,638788,Serhii Chuhai,Ivan Fedoryshyn,1,3,"6-11, 10-12, 11-7, 4-11",72.69,73.85
2025-05-29 ,,638789,Serhii Aristarkhov,Andrii Pereiaslov,0,3,"12-14, 8-11, 5-11",72.82,74.56
2025-05-29 ,,638790,Maksym Badai,Serhii Chuhai,2,3,"11-5, 11-5, 8-11, 6-11, 2-11",72.57,73.14
2025-05-29 ,,638791,Serhii Aristarkhov,Ivan Fedoryshyn,1,3,"14-16, 11-5, 9-11, 9-11",72.69,73.85
2025-05-29 ,,638792,Serhii Chuhai,Andrii Pereiaslov,3,2,"11-8, 11-8, 2-11, 7-11, 11-8",73.14,72.57
2025-05-29 ,,638793,Maksym Badai,Ivan Fedoryshyn,0,3,"6-11, 5-11, 7-11",72.82,74.56
2025-05-29 ,,638794,Serhii Aristarkhov,Serhii Chuhai,0,3,"5-11, 3-11, 5-11",72.82,74.56
2025-05-29 ,,638795,Ivan Fedoryshyn,Andrii Pereiaslov,1,3,"6-11, 10-12, 14-12, 10-12",72.69,73.85
2025-05-29 ,,638796,Serhii Aristarkhov,Maksym Badai,1,3,"13-15, 11-7, 3-11, 8-11",72.69,73.85
2025-05-29 ,,638799,Bohdan Plakhtyi,Denys Kozoriz,3,0,"11-7, 11-1, 11-9",74.56,72.82
2025-05-29 ,,638800,Andriy Didyk,Oleksii Shalopa,3,2,"11-4, 9-11, 11-4, 4-11, 11-7",73.14,72.57
2025-05-29 ,,638801,Mykhailo Vivatenko,Oleh Martynenko,1,3,"11-6, 4-11, 6-11, 9-11",72.69,73.85
