data,torneio,id_partida,jogador_1,jogador_2,score_1,score_2,sets,sgw_jogador1,sgw_jogador2
2025-05-31 ,,639616,Olena Pentiuk,Uliana Dronova,3,2,"5-11, 11-8, 7-11, 11-9, 12-10",73.14,72.57
2025-05-31 ,,639617,Nataliia Plokhotniuk,Veronika Andriushchenko,3,0,"11-8, 11-8, 11-5",74.56,72.82
2025-05-31 ,,639618,Roksolana Budnyk,Uliana Dronova,0,3,"3-11, 2-11, 2-11",72.82,74.56
2025-05-31 ,,639619,Iolanta Yevtodii,Olena Pentiuk,3,1,"11-5, 11-7, 9-11, 12-10",73.85,72.69
2025-05-31 ,,639620,Ihor Vasylyshyn,Mykhailo Plokhotniuk,1,3,"7-11, 16-14, 11-13, 11-13",72.69,73.85
2025-05-31 ,,639621,Yurii Volkov,Oleksandr Tymofeev,0,3,"10-12, 10-12, 11-13",72.82,74.56
2025-05-31 ,,639622,Andrii Troian,Yaroslav Kovshun,3,2,"11-5, 11-6, 8-11, 8-11, 11-9",73.14,72.57
2025-05-31 ,,639623,Ihor Vasylyshyn,Oleksandr Tymofeev,3,2,"13-11, 5-11, 9-11, 11-6, 11-9",73.14,72.57
2025-05-31 ,,639624,Yaroslav Kovshun,Mykhailo Plokhotniuk,3,2,"5-11, 13-11, 11-9, 3-11, 11-8",73.14,72.57
2025-05-31 ,,639625,Yurii Volkov,Andrii Troian,3,1,"11-8, 6-11, 11-4, 13-11",73.85,72.69
2025-05-31 ,,639626,Ihor Vasylyshyn,Yaroslav Kovshun,3,2,"11-8, 7-11, 11-4, 8-11, 11-4",73.14,72.57
2025-05-31 ,,639627,Andrii Troian,Oleksandr Tymofeev,2,3,"11-9, 11-7, 5-11, 8-11, 9-11",72.57,73.14
2025-05-31 ,,639628,Yurii Volkov,Mykhailo Plokhotniuk,0,3,"6-11, 5-11, 13-15",72.82,74.56
2025-05-31 ,,639629,Ihor Vasylyshyn,Andrii Troian,2,3,"13-11, 3-11, 12-10, 10-12, 13-15",72.57,73.14
2025-05-31 ,,639630,Yurii Volkov,Yaroslav Kovshun,3,0,"11-7, 11-9, 11-3",74.56,72.82
2025-05-31 ,,639631,Oleksandr Tymofeev,Mykhailo Plokhotniuk,0,3,"7-11, 4-11, 9-11",72.82,74.56
2025-05-31 ,,639632,Ihor Vasylyshyn,Yurii Volkov,0,3,"15-17, 9-11, 8-11",72.82,74.56
2025-05-31 ,,639633,Andrii Troian,Mykhailo Plokhotniuk,0,3,"6-11, 7-11, 6-11",72.82,74.56
2025-05-31 ,,639634,Yaroslav Kovshun,Oleksandr Tymofeev,3,2,"11-7, 7-11, 11-9, 10-12, 19-17",73.14,72.57
2025-05-31 ,,639635,Mykhailo Chumak,Mykhailo Khalenko,2,3,"4-11, 11-5, 6-11, 11-7, 7-11",72.57,73.14
2025-05-31 ,,639636,Denys Khavanskyi,Vladyslav Stukalov,3,0,"11-2, 12-10, 11-7",74.56,72.82
2025-05-31 ,,639637,Vadym Kucheriavyi,Serhii Semenets,0,3,"9-11, 5-11, 2-11",72.82,74.56
2025-05-31 ,,639638,Mykhailo Chumak,Vladyslav Stukalov,1,3,"6-11, 9-11, 11-3, 8-11",72.69,73.85
2025-05-31 ,,639639,Serhii Semenets,Mykhailo Khalenko,3,1,"12-10, 11-8, 8-11, 11-6",73.85,72.69
2025-05-31 ,,639640,Denys Khavanskyi,Vadym Kucheriavyi,2,3,"11-9, 9-11, 8-11, 11-6, 5-11",72.57,73.14
2025-05-31 ,,639641,Mykhailo Chumak,Serhii Semenets,0,3,"8-11, 5-11, 3-11",72.82,74.56
2025-05-31 ,,639642,Vadym Kucheriavyi,Vladyslav Stukalov,3,0,"11-8, 13-11, 11-5",74.56,72.82
2025-05-31 ,,639643,Denys Khavanskyi,Mykhailo Khalenko,3,1,"9-11, 11-8, 11-5, 11-4",73.85,72.69
2025-05-31 ,,639644,Mykhailo Chumak,Vadym Kucheriavyi,0,3,"13-15, 12-14, 7-11",72.82,74.56
2025-05-31 ,,639645,Denys Khavanskyi,Serhii Semenets,3,0,"11-9, 11-8, 11-9",74.56,72.82
2025-05-31 ,,639646,Vladyslav Stukalov,Mykhailo Khalenko,0,3,"6-11, 1-11, 4-11",72.82,74.56
2025-05-31 ,,639647,Mykhailo Chumak,Denys Khavanskyi,1,3,"5-11, 6-11, 11-9, 7-11",72.69,73.85
2025-05-31 ,,639648,Vadym Kucheriavyi,Mykhailo Khalenko,3,1,"4-11, 11-7, 11-9, 11-5",73.85,72.69
2025-05-31 ,,639649,Serhii Semenets,Vladyslav Stukalov,1,3,"9-11, 11-9, 5-11, 7-11",72.69,73.85
2025-05-31 ,,639650,Oleksandr Zhyrnov,Ivan Nitchenko,3,0,"11-8, 11-7, 11-8",74.56,72.82
2025-05-31 ,,639651,Volodymyr Bilobrov,Maksym Tiutiunnyk,2,3,"8-11, 8-11, 11-9, 11-7, 4-11",72.57,73.14
2025-05-31 ,,639652,Oleh Varlamov,Pavlo Lavrynenko,3,2,"11-13, 11-4, 11-6, 8-11, 11-6",73.14,72.57
2025-05-31 ,,639653,Oleksandr Zhyrnov,Maksym Tiutiunnyk,1,3,"5-11, 5-11, 11-5, 7-11",72.69,73.85
2025-05-31 ,,639654,Pavlo Lavrynenko,Ivan Nitchenko,3,2,"7-11, 11-7, 11-6, 9-11, 13-11",73.14,72.57
2025-05-31 ,,639655,Volodymyr Bilobrov,Oleh Varlamov,3,2,"11-8, 7-11, 11-3, 8-11, 11-9",73.14,72.57
2025-05-31 ,,639656,Oleksandr Zhyrnov,Pavlo Lavrynenko,3,1,"11-6, 11-9, 7-11, 11-8",73.85,72.69
2025-05-31 ,,639657,Oleh Varlamov,Maksym Tiutiunnyk,3,0,"11-5, 11-8, 14-12",74.56,72.82
2025-05-31 ,,639658,Volodymyr Bilobrov,Ivan Nitchenko,3,2,"7-11, 11-7, 11-13, 13-11, 11-2",73.14,72.57
2025-05-31 ,,639659,Oleksandr Zhyrnov,Oleh Varlamov,3,1,"10-12, 11-8, 11-6, 11-7",73.85,72.69
2025-05-31 ,,639660,Volodymyr Bilobrov,Pavlo Lavrynenko,2,3,"11-7, 6-11, 7-11, 11-8, 7-11",72.57,73.14
2025-05-31 ,,639661,Maksym Tiutiunnyk,Ivan Nitchenko,3,0,"11-3, 11-5, 11-6",74.56,72.82
2025-05-31 ,,639662,Oleksandr Zhyrnov,Volodymyr Bilobrov,3,2,"11-9, 6-11, 11-8, 5-11, 11-5",73.14,72.57
2025-05-31 ,,639663,Oleh Varlamov,Ivan Nitchenko,3,0,"11-6, 12-10, 11-8",74.56,72.82
2025-05-31 ,,639664,Pavlo Lavrynenko,Maksym Tiutiunnyk,3,1,"11-6, 8-11, 11-8, 11-8",73.85,72.69
2025-05-31 ,,639665,Andrii Dekhtiarenko,Vasyl Kondratenko,1,3,"11-9, 3-11, 9-11, 9-11",72.69,73.85
2025-05-31 ,,639666,Eduard Populovskyi,Sergii Skhabitskiy,1,3,"7-11, 7-11, 11-7, 5-11",72.69,73.85
2025-05-31 ,,639667,Oleksandr Mytsyk,Volodymyr Melnykov,1,3,"11-5, 6-11, 6-11, 13-15",72.69,73.85
2025-05-31 ,,639668,Andrii Dekhtiarenko,Sergii Skhabitskiy,0,3,"1-11, 7-11, 4-11",72.82,74.56
2025-05-31 ,,639669,Volodymyr Melnykov,Vasyl Kondratenko,3,0,"11-8, 11-6, 12-10",74.56,72.82
2025-05-31 ,,639670,Eduard Populovskyi,Oleksandr Mytsyk,2,3,"7-11, 11-6, 11-4, 9-11, 9-11",72.57,73.14
2025-05-31 ,,639671,Andrii Dekhtiarenko,Volodymyr Melnykov,3,1,"7-11, 11-8, 11-9, 11-5",73.85,72.69
2025-05-31 ,,639672,Oleksandr Mytsyk,Sergii Skhabitskiy,0,3,"10-12, 8-11, 9-11",72.82,74.56
2025-05-31 ,,639673,Eduard Populovskyi,Vasyl Kondratenko,1,3,"2-11, 9-11, 11-8, 6-11",72.69,73.85
2025-05-31 ,,639674,Andrii Dekhtiarenko,Oleksandr Mytsyk,3,1,"9-11, 11-8, 11-7, 11-9",73.85,72.69
2025-05-31 ,,639675,Eduard Populovskyi,Volodymyr Melnykov,3,1,"11-5, 11-7, 7-11, 11-9",73.85,72.69
2025-05-31 ,,639676,Sergii Skhabitskiy,Vasyl Kondratenko,3,2,"8-11, 11-8, 11-9, 12-14, 11-9",73.14,72.57
2025-05-31 ,,639677,Andrii Dekhtiarenko,Eduard Populovskyi,0,3,"4-11, 6-11, 8-11",72.82,74.56
2025-05-31 ,,639678,Oleksandr Mytsyk,Vasyl Kondratenko,3,0,"11-7, 11-8, 11-5",74.56,72.82
2025-05-31 ,,639679,Volodymyr Melnykov,Sergii Skhabitskiy,1,3,"6-11, 11-7, 5-11, 10-12",72.69,73.85
2025-05-31 ,,639680,Ivan Kozachuk,Dmytro Zeniuk,0,3,"4-11, 5-11, 6-11",72.82,74.56
2025-05-31 ,,639681,Mykhailo Kistechko,Andrii Zeniuk,3,0,"13-11, 11-9, 11-7",74.56,72.82
2025-05-31 ,,639682,Oleh Bindas,Andrii Kotyk,3,1,"12-10, 2-11, 11-9, 11-8",73.85,72.69
2025-05-31 ,,639683,Ivan Kozachuk,Andrii Zeniuk,3,0,"11-5, 11-4, 11-6",74.56,72.82
2025-05-31 ,,639684,Andrii Kotyk,Dmytro Zeniuk,2,3,"5-11, 15-13, 11-8, 6-11, 8-11",72.57,73.14
2025-05-31 ,,639685,Mykhailo Kistechko,Oleh Bindas,3,1,"11-8, 11-3, 10-12, 11-1",73.85,72.69
2025-05-31 ,,639686,Ivan Kozachuk,Andrii Kotyk,3,2,"4-11, 11-6, 11-7, 6-11, 11-7",73.14,72.57
2025-05-31 ,,639687,Oleh Bindas,Andrii Zeniuk,3,1,"11-8, 10-12, 11-2, 11-6",73.85,72.69
2025-05-31 ,,639688,Mykhailo Kistechko,Dmytro Zeniuk,3,0,"11-7, 11-7, 11-7",74.56,72.82
2025-05-31 ,,639689,Ivan Kozachuk,Oleh Bindas,0,3,"7-11, 3-11, 6-11",72.82,74.56
2025-05-31 ,,639690,Mykhailo Kistechko,Andrii Kotyk,2,3,"11-6, 14-12, 2-11, 7-11, 4-11",72.57,73.14
2025-05-31 ,,639691,Andrii Zeniuk,Dmytro Zeniuk,3,2,"11-8, 7-11, 7-11, 11-5, 11-7",73.14,72.57
2025-05-31 ,,639692,Ivan Kozachuk,Mykhailo Kistechko,2,3,"11-6, 11-6, 8-11, 6-11, 7-11",72.57,73.14
2025-05-31 ,,639693,Oleh Bindas,Dmytro Zeniuk,1,3,"12-14, 13-15, 12-10, 5-11",72.69,73.85
2025-05-31 ,,639694,Andrii Kotyk,Andrii Zeniuk,1,3,"11-4, 7-11, 5-11, 5-11",72.69,73.85
2025-05-31 ,,639695,Vasyl Salivonchyk,Ihor Mayboroda,0,3,"7-11, 4-11, 6-11",72.82,74.56
2025-05-31 ,,639696,Mykola Treshchetka,Mykhailo Hlaholev,1,3,"11-6, 10-12, 4-11, 7-11",72.69,73.85
2025-05-31 ,,639697,Bohdan Plakhtyi,Oleksandr Maslovskyi,1,3,"8-11, 13-11, 5-11, 7-11",72.69,73.85
2025-05-31 ,,639698,Vasyl Salivonchyk,Mykhailo Hlaholev,1,3,"6-11, 6-11, 11-7, 8-11",72.69,73.85
2025-05-31 ,,639699,Oleksandr Maslovskyi,Ihor Mayboroda,2,3,"14-12, 13-11, 9-11, 12-14, 2-11",72.57,73.14
2025-05-31 ,,639700,Mykola Treshchetka,Bohdan Plakhtyi,0,3,"6-11, 8-11, 8-11",72.82,74.56
2025-05-31 ,,639701,Vasyl Salivonchyk,Oleksandr Maslovskyi,3,1,"11-7, 11-9, 9-11, 11-7",73.85,72.69
2025-05-31 ,,639702,Bohdan Plakhtyi,Mykhailo Hlaholev,2,3,"5-11, 11-8, 5-11, 11-8, 12-14",72.57,73.14
2025-05-31 ,,639703,Mykola Treshchetka,Ihor Mayboroda,3,2,"6-11, 11-8, 7-11, 11-8, 11-9",73.14,72.57
2025-05-31 ,,639704,Vasyl Salivonchyk,Bohdan Plakhtyi,3,0,"11-8, 11-7, 11-9",74.56,72.82
2025-05-31 ,,639705,Mykola Treshchetka,Oleksandr Maslovskyi,1,3,"11-6, 8-11, 4-11, 6-11",72.69,73.85
2025-05-31 ,,639706,Mykhailo Hlaholev,Ihor Mayboroda,3,1,"6-11, 13-11, 11-6, 11-7",73.85,72.69
2025-05-31 ,,639707,Vasyl Salivonchyk,Mykola Treshchetka,3,2,"10-12, 7-11, 11-7, 11-9, 11-3",73.14,72.57
2025-05-31 ,,639708,Bohdan Plakhtyi,Ihor Mayboroda,3,1,"11-2, 11-13, 12-10, 11-5",73.85,72.69
2025-05-31 ,,639709,Oleksandr Maslovskyi,Mykhailo Hlaholev,3,0,"11-6, 11-3, 11-6",74.56,72.82
2025-05-31 ,,639710,Serhii Berezynskyi,Vitalii Boyko,1,3,"11-6, 6-11, 5-11, 13-15",72.69,73.85
2025-05-31 ,,639711,Orest Hura,Volodymyr Plishylo,2,3,"11-13, 9-11, 11-3, 14-12, 9-11",72.57,73.14
2025-05-31 ,,639712,Oleh Napirko,Valerii Vlasenko,2,3,"12-10, 11-5, 12-14, 4-11, 8-11",72.57,73.14
2025-05-31 ,,639713,Serhii Berezynskyi,Volodymyr Plishylo,2,3,"11-4, 6-11, 4-11, 11-9, 11-13",72.57,73.14
2025-05-31 ,,639714,Valerii Vlasenko,Vitalii Boyko,1,3,"6-11, 9-11, 11-3, 3-11",72.69,73.85
2025-05-31 ,,639715,Orest Hura,Oleh Napirko,1,3,"11-6, 7-11, 8-11, 8-11",72.69,73.85
2025-05-31 ,,639716,Serhii Berezynskyi,Valerii Vlasenko,3,1,"11-8, 11-3, 9-11, 11-9",73.85,72.69
2025-05-31 ,,639717,Oleh Napirko,Volodymyr Plishylo,0,3,"8-11, 5-11, 9-11",72.82,74.56
2025-05-31 ,,639718,Orest Hura,Vitalii Boyko,3,1,"7-11, 14-12, 11-3, 11-4",73.85,72.69
2025-05-31 ,,639719,Serhii Berezynskyi,Oleh Napirko,3,1,"11-7, 11-3, 7-11, 12-10",73.85,72.69
2025-05-31 ,,639720,Orest Hura,Valerii Vlasenko,2,3,"10-12, 11-5, 8-11, 11-6, 8-11",72.57,73.14
2025-05-31 ,,639721,Volodymyr Plishylo,Vitalii Boyko,3,1,"9-11, 11-9, 11-4, 11-8",73.85,72.69
2025-05-31 ,,639722,Serhii Berezynskyi,Orest Hura,0,3,"9-11, 5-11, 5-11",72.82,74.56
2025-05-31 ,,639723,Oleh Napirko,Vitalii Boyko,1,3,"11-3, 9-11, 4-11, 5-11",72.69,73.85
2025-05-31 ,,639724,Valerii Vlasenko,Volodymyr Plishylo,1,3,"11-9, 4-11, 5-11, 5-11",72.69,73.85
2025-05-31 ,,639725,Oleh Sapuzhak,Oleh Savenkov,0,3,"6-11, 5-11, 5-11",72.82,74.56
2025-05-31 ,,639726,Volodymyr V. Ivasiv,Pavlo Chyzh,3,0,"11-9, 15-13, 11-8",74.56,72.82
2025-05-31 ,,639727,Maksym Khomenko,Denys Maltsev,1,3,"11-8, 5-11, 11-13, 3-11",72.69,73.85
2025-05-31 ,,639728,Oleh Sapuzhak,Pavlo Chyzh,1,3,"4-11, 7-11, 11-3, 8-11",72.69,73.85
2025-05-31 ,,639729,Denys Maltsev,Oleh Savenkov,1,3,"8-11, 6-11, 11-9, 8-11",72.69,73.85
2025-05-31 ,,639730,Volodymyr V. Ivasiv,Maksym Khomenko,3,1,"14-12, 2-11, 11-9, 11-8",73.85,72.69
2025-05-31 ,,639731,Oleh Sapuzhak,Denys Maltsev,1,3,"8-11, 5-11, 11-7, 5-11",72.69,73.85
2025-05-31 ,,639732,Maksym Khomenko,Pavlo Chyzh,3,1,"7-11, 11-3, 11-4, 11-6",73.85,72.69
2025-05-31 ,,639733,Volodymyr V. Ivasiv,Oleh Savenkov,2,3,"11-5, 11-7, 9-11, 6-11, 6-11",72.57,73.14
2025-05-31 ,,639734,Oleh Sapuzhak,Maksym Khomenko,1,3,"8-11, 11-8, 9-11, 5-11",72.69,73.85
2025-05-31 ,,639735,Volodymyr V. Ivasiv,Denys Maltsev,2,3,"11-4, 9-11, 11-8, 9-11, 8-11",72.57,73.14
2025-05-31 ,,639736,Pavlo Chyzh,Oleh Savenkov,0,3,"5-11, 5-11, 2-11",72.82,74.56
2025-05-31 ,,639737,Oleh Sapuzhak,Volodymyr V. Ivasiv,0,3,"5-11, 11-13, 5-11",72.82,74.56
2025-05-31 ,,639738,Maksym Khomenko,Oleh Savenkov,2,3,"7-11, 7-11, 11-7, 11-5, 7-11",72.57,73.14
2025-05-31 ,,639739,Denys Maltsev,Pavlo Chyzh,3,2,"12-10, 11-5, 8-11, 7-11, 11-7",73.14,72.57
2025-05-31 ,,639740,Margarita Gordeets,Anastasiia Volgina,2,3,"13-11, 6-11, 10-12, 11-8, 4-11",72.57,73.14
2025-05-31 ,,639741,Oleksandra Ivchenko,Olesya Lifanova,3,2,"5-11, 12-10, 9-11, 12-10, 11-7",73.14,72.57
2025-05-31 ,,639742,Anastasiia Hordynska-Sheiko,Anastasiia Volgina,1,3,"10-12, 8-11, 11-8, 9-11",72.69,73.85
2025-05-31 ,,639743,Margarita Gordeets,Oleksandra Ivchenko,3,2,"11-6, 6-11, 12-10, 6-11, 11-4",73.14,72.57
2025-05-31 ,,639744,Anastasiia Hordynska-Sheiko,Olesya Lifanova,1,3,"11-5, 6-11, 6-11, 5-11",72.69,73.85
2025-05-31 ,,639745,Oleksandra Ivchenko,Anastasiia Volgina,3,2,"11-9, 5-11, 8-11, 11-6, 11-4",73.14,72.57
2025-05-31 ,,639746,Margarita Gordeets,Olesya Lifanova,2,3,"11-6, 11-13, 11-8, 4-11, 9-11",72.57,73.14
2025-05-31 ,,639747,Anastasiia Hordynska-Sheiko,Oleksandra Ivchenko,1,3,"5-11, 7-11, 11-6, 11-13",72.69,73.85
2025-05-31 ,,639748,Olesya Lifanova,Anastasiia Volgina,3,2,"11-13, 11-2, 11-13, 11-6, 11-6",73.14,72.57
2025-05-31 ,,639749,Anastasiia Hordynska-Sheiko,Margarita Gordeets,3,1,"9-11, 11-3, 11-9, 15-13",73.85,72.69
2025-05-31 ,,639750,Roman Reznychenko,Yevhen Pysmennyi,1,3,"5-11, 5-11, 11-8, 9-11",72.69,73.85
2025-05-31 ,,639751,Viktor Vasylevski,Oleksandr Tuzhylin,2,3,"11-8, 6-11, 11-9, 9-11, 7-11",72.57,73.14
2025-05-31 ,,639752,Roman Cherevko,Yevhen Masko,1,3,"14-12, 7-11, 16-18, 4-11",72.69,73.85
2025-05-31 ,,639753,Roman Reznychenko,Oleksandr Tuzhylin,0,3,"6-11, 5-11, 5-11",72.82,74.56
2025-05-31 ,,639754,Yevhen Masko,Yevhen Pysmennyi,2,3,"5-11, 12-10, 5-11, 11-6, 6-11",72.57,73.14
2025-05-31 ,,639755,Viktor Vasylevski,Roman Cherevko,0,3,"4-11, 6-11, 5-11",72.82,74.56
2025-05-31 ,,639756,Roman Reznychenko,Yevhen Masko,0,3,"9-11, 7-11, 3-11",72.82,74.56
2025-05-31 ,,639757,Roman Cherevko,Oleksandr Tuzhylin,2,3,"10-12, 11-8, 11-7, 11-13, 7-11",72.57,73.14
2025-05-31 ,,639758,Viktor Vasylevski,Yevhen Pysmennyi,3,0,"11-4, 11-3, 11-8",74.56,72.82
2025-05-31 ,,639759,Roman Reznychenko,Roman Cherevko,0,3,"6-11, 6-11, 10-12",72.82,74.56
2025-05-31 ,,639760,Viktor Vasylevski,Yevhen Masko,3,1,"10-12, 11-6, 11-9, 11-7",73.85,72.69
2025-05-31 ,,639761,Oleksandr Tuzhylin,Yevhen Pysmennyi,3,0,"11-8, 11-7, 11-5",74.56,72.82
2025-05-31 ,,639762,Roman Reznychenko,Viktor Vasylevski,0,3,"6-11, 7-11, 3-11",72.82,74.56
2025-05-31 ,,639763,Roman Cherevko,Yevhen Pysmennyi,1,3,"6-11, 12-14, 13-11, 3-11",72.69,73.85
2025-05-31 ,,639764,Yevhen Masko,Oleksandr Tuzhylin,0,3,"6-11, 4-11, 6-11",72.82,74.56
2025-05-31 ,,639765,Oleksandr Gomilko,Oleksii Shyndel,1,3,"14-16, 12-10, 6-11, 10-12",72.69,73.85
2025-05-31 ,,639766,Maksym Marchuk,Kostiantyn Hrynenko,3,2,"8-11, 11-6, 5-11, 11-5, 11-8",73.14,72.57
2025-05-31 ,,639767,Yan Krol,Dmytro Derevynskyi,0,3,"11-13, 12-14, 8-11",72.82,74.56
2025-05-31 ,,639768,Oleksandr Gomilko,Kostiantyn Hrynenko,0,3,"11-13, 5-11, 10-12",72.82,74.56
2025-05-31 ,,639769,Dmytro Derevynskyi,Oleksii Shyndel,1,3,"5-11, 6-11, 11-8, 4-11",72.69,73.85
2025-05-31 ,,639770,Maksym Marchuk,Yan Krol,0,3,"7-11, 7-11, 8-11",72.82,74.56
2025-05-31 ,,639771,Oleksandr Gomilko,Dmytro Derevynskyi,3,1,"6-11, 17-15, 13-11, 11-9",73.85,72.69
2025-05-31 ,,639772,Yan Krol,Kostiantyn Hrynenko,3,2,"12-10, 11-8, 8-11, 10-12, 11-7",73.14,72.57
2025-05-31 ,,639773,Maksym Marchuk,Oleksii Shyndel,3,1,"11-8, 15-13, 5-11, 11-9",73.85,72.69
2025-05-31 ,,639774,Oleksandr Gomilko,Yan Krol,0,3,"7-11, 6-11, 9-11",72.82,74.56
2025-05-31 ,,639775,Maksym Marchuk,Dmytro Derevynskyi,0,3,"9-11, 8-11, 5-11",72.82,74.56
2025-05-31 ,,639776,Kostiantyn Hrynenko,Oleksii Shyndel,3,2,"11-5, 13-11, 12-14, 7-11, 11-9",73.14,72.57
2025-05-31 ,,639777,Oleksandr Gomilko,Maksym Marchuk,3,1,"11-13, 11-7, 11-7, 11-6",73.85,72.69
2025-05-31 ,,639778,Yan Krol,Oleksii Shyndel,0,3,"6-11, 4-11, 9-11",72.82,74.56
2025-05-31 ,,639779,Dmytro Derevynskyi,Kostiantyn Hrynenko,2,3,"11-7, 7-11, 3-11, 11-6, 7-11",72.57,73.14
2025-05-31 ,,639780,Yevhen Kryvorotko,Oleg Gavryshko,2,3,"12-14, 11-8, 7-11, 12-10, 9-11",72.57,73.14
2025-05-31 ,,639781,Oleksii Hrymovskyi,Andrii Kovrikov,3,1,"11-5, 7-11, 11-7, 11-5",73.85,72.69
2025-05-31 ,,639782,Artem Chepurnyi,Oleksandr Dukhovenko,2,3,"12-10, 6-11, 11-13, 11-8, 9-11",72.57,73.14
2025-05-31 ,,639783,Yevhen Kryvorotko,Andrii Kovrikov,3,0,"11-9, 11-4, 11-5",74.56,72.82
2025-05-31 ,,639784,Oleksandr Dukhovenko,Oleg Gavryshko,2,3,"11-7, 3-11, 8-11, 11-8, 9-11",72.57,73.14
2025-05-31 ,,639785,Oleksii Hrymovskyi,Artem Chepurnyi,1,3,"10-12, 5-11, 12-10, 6-11",72.69,73.85
2025-05-31 ,,639786,Yevhen Kryvorotko,Oleksandr Dukhovenko,0,3,"8-11, 5-11, 4-11",72.82,74.56
2025-05-31 ,,639787,Artem Chepurnyi,Andrii Kovrikov,3,0,"11-6, 11-4, 12-10",74.56,72.82
2025-05-31 ,,639788,Oleksii Hrymovskyi,Oleg Gavryshko,3,2,"11-5, 5-11, 13-15, 11-9, 11-3",73.14,72.57
2025-05-31 ,,639789,Yevhen Kryvorotko,Artem Chepurnyi,2,3,"9-11, 11-1, 11-13, 11-9, 3-11",72.57,73.14
2025-05-31 ,,639790,Oleksii Hrymovskyi,Oleksandr Dukhovenko,3,0,"11-7, 11-5, 11-3",74.56,72.82
2025-05-31 ,,639791,Andrii Kovrikov,Oleg Gavryshko,3,1,"10-12, 11-5, 11-5, 11-3",73.85,72.69
2025-05-31 ,,639792,Yevhen Kryvorotko,Oleksii Hrymovskyi,3,2,"13-11, 6-11, 11-5, 2-11, 12-10",73.14,72.57
2025-05-31 ,,639793,Artem Chepurnyi,Oleg Gavryshko,1,3,"4-11, 5-11, 11-3, 9-11",72.69,73.85
2025-05-31 ,,639794,Oleksandr Dukhovenko,Andrii Kovrikov,3,0,"11-8, 11-8, 11-4",74.56,72.82
2025-05-31 ,,639795,Volodymyr S. Ivasiv,Oles Kotsyumbas,2,3,"11-5, 7-11, 15-13, 9-11, 5-11",72.57,73.14
2025-05-31 ,,639796,Volodymyr Korobko,Yurii Parahailo,0,3,"11-13, 7-11, 7-11",72.82,74.56
2025-05-31 ,,639797,Vladyslav Kovalchuk,Mykola Slozka,3,1,"3-11, 11-8, 11-5, 11-9",73.85,72.69
2025-05-31 ,,639798,Volodymyr S. Ivasiv,Yurii Parahailo,2,3,"12-10, 11-8, 2-11, 6-11, 9-11",72.57,73.14
2025-05-31 ,,639799,Mykola Slozka,Oles Kotsyumbas,3,0,"11-9, 11-5, 14-12",74.56,72.82
2025-05-31 ,,639800,Volodymyr Korobko,Vladyslav Kovalchuk,3,1,"11-8, 9-11, 11-6, 11-3",73.85,72.69
2025-05-31 ,,639801,Volodymyr S. Ivasiv,Mykola Slozka,3,1,"11-13, 11-3, 11-7, 11-5",73.85,72.69
2025-05-31 ,,639802,Vladyslav Kovalchuk,Yurii Parahailo,2,3,"10-12, 11-3, 21-19, 9-11, 6-11",72.57,73.14
2025-05-31 ,,639803,Volodymyr Korobko,Oles Kotsyumbas,3,2,"11-8, 9-11, 11-8, 10-12, 12-10",73.14,72.57
2025-05-31 ,,639804,Volodymyr S. Ivasiv,Vladyslav Kovalchuk,3,0,"11-7, 11-3, 11-9",74.56,72.82
2025-05-31 ,,639805,Volodymyr Korobko,Mykola Slozka,3,0,"11-9, 11-7, 11-3",74.56,72.82
2025-05-31 ,,639806,Yurii Parahailo,Oles Kotsyumbas,1,3,"8-11, 7-11, 12-10, 9-11",72.69,73.85
2025-05-31 ,,639807,Volodymyr S. Ivasiv,Volodymyr Korobko,3,1,"11-6, 8-11, 12-10, 11-9",73.85,72.69
2025-05-31 ,,639808,Vladyslav Kovalchuk,Oles Kotsyumbas,3,2,"9-11, 11-9, 11-3, 9-11, 11-7",73.14,72.57
2025-05-31 ,,639809,Mykola Slozka,Yurii Parahailo,1,3,"7-11, 6-11, 12-10, 6-11",72.69,73.85
2025-05-31 ,,639810,Oleksandr Kolos,Viktor Pluzhnyk,0,3,"7-11, 7-11, 7-11",72.82,74.56
2025-05-31 ,,639811,Valerii Kobzar,Yurii Priadko,3,2,"17-15, 12-10, 7-11, 10-12, 13-11",73.14,72.57
2025-05-31 ,,639812,Artur Babychev,Vitalii Klymenko,3,1,"16-14, 11-5, 7-11, 11-9",73.85,72.69
2025-05-31 ,,639813,Oleksandr Kolos,Yurii Priadko,2,3,"7-11, 11-9, 5-11, 11-4, 4-11",72.57,73.14
2025-05-31 ,,639814,Vitalii Klymenko,Viktor Pluzhnyk,2,3,"5-11, 11-9, 6-11, 11-6, 6-11",72.57,73.14
2025-05-31 ,,639815,Valerii Kobzar,Artur Babychev,3,2,"7-11, 11-7, 11-8, 6-11, 13-11",73.14,72.57
2025-05-31 ,,639816,Oleksandr Kolos,Vitalii Klymenko,2,3,"11-3, 6-11, 14-16, 11-6, 9-11",72.57,73.14
2025-05-31 ,,639817,Artur Babychev,Yurii Priadko,0,3,"7-11, 9-11, 5-11",72.82,74.56
2025-05-31 ,,639818,Valerii Kobzar,Viktor Pluzhnyk,1,3,"6-11, 5-11, 11-1, 2-11",72.69,73.85
2025-05-31 ,,639819,Oleksandr Kolos,Artur Babychev,3,0,"13-11, 11-7, 11-9",74.56,72.82
